CaseID,Amount,FailureReason,SuccessfulPayments,FailedPayments,Attempts,ExpectedAction,AIAction,FinalAction,ExpectedRisk,AIRisk,PolicyApproved,ExpectedOutcome,ActualOutcome
"eval_case_137",3739,"Bank network timeout error",10,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_138",3759,"Temporary bank gateway failure (auth_degraded)",5,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_139",3779,"Bank network timeout error",6,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_140",3799,"Temporary bank gateway failure (auth_degraded)",7,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_141",3819,"Bank network timeout error",8,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_142",3839,"Temporary bank gateway failure (auth_degraded)",9,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_143",3859,"Bank network timeout error",10,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_144",3879,"Temporary bank gateway failure (auth_degraded)",5,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_145",3899,"Bank network timeout error",6,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_146",3919,"Temporary bank gateway failure (auth_degraded)",7,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_147",3939,"Bank network timeout error",8,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_148",3959,"Temporary bank gateway failure (auth_degraded)",9,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_149",3979,"Bank network timeout error",10,1,0,"RETRY_PAYMENT","RETRY_PAYMENT","RETRY_PAYMENT","LOW","LOW",true,"RECOVERED","RECOVERED"
"eval_case_150",3999,"Temporary bank gateway failure (auth_degraded)",5,0,0,"RETRY_PAYMENT","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","LOW","MEDIUM",true,"RECOVERED","RECOVERED"
"eval_case_151",20100,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_152",20200,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_153",20300,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_154",20400,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_155",20500,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_156",20600,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_157",20700,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_158",20800,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_159",20900,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_160",21000,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_161",21100,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_162",21200,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_163",21300,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_164",21400,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_165",21500,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_166",21600,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_167",21700,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_168",21800,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_169",21900,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_170",22000,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_171",22100,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_172",22200,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_173",22300,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_174",22400,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_175",22500,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_176",22600,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_177",22700,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_178",22800,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_179",22900,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_180",23000,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_181",23100,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_182",23200,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_183",23300,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_184",23400,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_185",23500,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_186",23600,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_187",23700,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_188",23800,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_189",23900,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_190",24000,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_191",24100,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_192",24200,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_193",24300,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_194",24400,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_195",24500,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_196",24600,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_197",24700,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_198",24800,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_199",24900,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_200",25000,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_201",25100,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_202",25200,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_203",25300,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_204",25400,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_205",25500,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_206",25600,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_207",25700,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_208",25800,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_209",25900,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_210",26000,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_211",26100,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_212",26200,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_213",26300,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_214",26400,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_215",26500,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_216",26600,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_217",26700,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_218",26800,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_219",26900,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_220",27000,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_221",27100,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_222",27200,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_223",27300,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_224",27400,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_225",27500,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_226",27600,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_227",27700,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_228",27800,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_229",27900,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_230",28000,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_231",28100,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_232",28200,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_233",28300,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_234",28400,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_235",28500,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_236",28600,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_237",28700,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_238",28800,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_239",28900,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_240",29000,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_241",29100,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_242",29200,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_243",29300,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_244",29400,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_245",29500,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_246",29600,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_247",29700,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_248",29800,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_249",29900,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_250",30000,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_251",30100,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_252",30200,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_253",30300,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_254",30400,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_255",30500,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_256",30600,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_257",30700,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
